OBJECTID_1,Status,FACTYPE1,FACTYPE2,ON_OFFROAD,REGION1,REGION2,Signed,Net_Aff,Comments,State_Rte,Surf_Struc,Marked,Signed_Rte,Edited,NAME,FEAT_MOD_D,WIDTH_USFT,Length_Miles,GlobalID,last_edited_date
1667,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,No,Hard,,,Yes,Freedom Park Trail,,,0.015201,{89725E13-0F8C-469C-B5BA-28AD731D9EB7},
1668,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,No,Hard,,,Yes,Freedom Park Trail,,,0.109978,{355D0B86-E047-4838-8110-5868BE9E13AF},
1669,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,No,Hard,,,Yes,Freedom Park Trail,,,0.054707,{487127E0-3EB8-4AF7-8E61-A20D290DCA71},
1670,,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta,,PATH,,No,Hard,,,Yes,Freedom Park Trail,,,0.02201,{0ABCB968-2389-4227-A5D9-8900CEA3F282},
1671,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, ,No,Hard, , ,Yes,Freedom Park Trail,2008, ,1.466199,{EEB0C021-15B4-49D9-9572-35C15DBA737D},
1672,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, ,No,Hard, , ,Yes,Freedom Park Trail,2008, ,0.023065,{37C20B59-359C-43AA-BE1E-7697A60C07E7},
1673,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, ,No,Hard, , ,Yes,Freedom Park Trail,2008, ,0.133284,{7D76C442-6EAC-45F1-BFAE-8331B6978007},
1674,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, ,No,Hard, , ,Yes,Freedom Park Trail,2008, ,0.090578,{9582AE21-1B86-40D0-A4E1-30C9679E3C05},
1675,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Atlanta,,PATH,,No,Hard,,,Yes,Freedom Trail,,,0.043279,{CE067796-3B81-4202-8C31-7CC42187E074},
1676,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, ,No,Hard, , ,Yes,Freedom Park Trail,2008, ,0.512582,{F64BABB7-9F5F-44E9-967D-BB7592BB2AAD},
1677,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, , ,Hard, , ,Yes,Trolley Trail,2008, ,0.22389,{31650877-67F0-4812-B7C2-C882E291E90A},
1678,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,DeKalb County,Atlanta, ,PATH, , ,Hard, , ,Yes,Trolley Trail,2008, ,0.155386,{9E6E77AC-2854-4AA9-92B6-BBEAD9D4B4DD},
1679,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Whetstone Creek Trail,2010, ,0.349563,{29D5181B-B977-441A-BF14-71A1B595934B},
1680,c,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Whetstone Creek Trail,2010, ,0.070179,{3CD3F868-5B23-4E5B-9556-E01D7212285A},
1681,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Atlanta, ,PATH, , ,Hard, , ,Yes,Whetstone Creek Trail,2010, ,0.198351,{E9AB82F0-4B35-4EA6-8794-48291EF192A1},
1682,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Gwinnett County, ,No, , ,No,Hard, , ,Yes,Northern Crescent, , ,10.938206,{47B0C598-CF31-4736-B01E-5AD57C77199F},
1683,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,Lilburn,,,,No,Hard,,,Yes,,,,0.468854,{C268CAFE-126E-4E75-80DE-7A70111ADA03},
1684,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,Lilburn,,,,No,Hard,,,Yes,,,,0.118224,{1178AD8C-BA2C-4D6A-BBFA-9EAEAAED9222},
1685,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,Lilburn,,,,No,Hard,,,Yes,,,,0.057264,{06B5FE7D-A6BA-4C49-A24E-B14B3839BBE6},
1686,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,Lilburn,,,,No,Hard,,,Yes,,,,0.116735,{5752F60E-1CA0-432C-BE16-3B8AB2305B93},
1687,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Gwinnett County, ,No, , ,No,Hard, , ,Yes,March to the Sea, , ,5.636509,{BABF2360-6209-4F8C-BB5A-91AD56CA61C9},
1688,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Gwinnett County,,Yes,,CM added based on Google Earth,Yes,Hard,Sharrows,,Yes,,,,0.930759,{4842345C-FF80-4522-96C0-361AE3230B5B},
1689,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,No,,CM added based on Google Earth,No,Hard,,,Yes,,,,0.491109,{6622FEFF-2C21-4DC6-90E9-04C1AC710582},
1690,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County, ,No, , ,No,Hard, , ,Yes,Suwanee Creek Greenway, , ,1.519234,{815A3D14-15B9-456A-A30F-6539AF2FE91A},
1691,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County, ,No, , ,No,Hard, , ,Yes,Suwanee Creek Greenway, , ,0.087731,{1E9E9613-A69A-4751-8145-8A9EB5B9EE47},
1692,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,No,,,No,Hard,,,Yes,Suwanee Creek Greenway,,,0.043009,{A1A1E778-C189-4E7A-B2BE-3E045A5D1B68},
1693,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,No,,,No,Hard,,,Yes,Suwanee Creek Greenway,,,0.039451,{77173D6A-B3F6-466E-87BA-5420D3749BE3},
1694,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County, , , , , ,Hard, , ,Yes, , , ,0.211052,{E88E7D64-62EC-4DE6-A916-7347D9D70AF9},
1695,,Side Path,Off Road Bike Facility,Off,Gwinnett County,,,,CM add from Bing Imagery need verify as bike fac,,Hard,,,Yes,,,,0.456367,{77E339F2-8003-4FFF-A824-50EB8814C645},
1696,,Side Path,Off Road Bike Facility,Off,Gwinnett County,,,,CM add from Bing Imagery need verify as bike fac,,Hard,,,Yes,,,,0.006515,{7BC02C75-0205-4A76-9C83-88B7EA409435},
1697,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,,,CM add from Bing Imagery need verify as bike fac,,Hard,,,Yes,,,,0.226919,{686F1BA6-2AC2-4141-A6EA-2D5473CDC6BC},
1698,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,,,CM add from Bing Imagery need verify as bike fac,,Hard,,,Yes,,,,1.054447,{550A969D-D16D-47F3-9249-EA0C31A3672F},
1699,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,,,CM add from Bing Imagery need verify as bike fac,,Hard,,,Yes,,,,0.038792,{F34291F2-B772-4532-9F59-EFA2B89498D3},
1700,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,,,CM add from Bing Imagery need verify as bike fac,,Hard,,,Yes,,,,0.051912,{11253477-E45C-463E-A723-84D361D9F571},
1701,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,,,CM add from Bing Imagery need verify as bike fac,,Hard,,,Yes,,,,0.075497,{86788D35-1713-434D-B710-65EEE5D89B7C},
1702,,Shared Use Path or Greenway,Off Road Bike Facility,Off,,,,,"CM add from Bing Imagery, needs verify",No,Hard,,,Yes,,,,0.442376,{F0E60967-8EAB-4574-BC08-31D4B3932979},
1703,,Shared Use Path or Greenway,Off Road Bike Facility,Off,,,,,"CM add from Bing Imagery, needs verify",No,Hard,,,Yes,,,,1.146165,{EDB7F0DD-CBF5-4570-8AC6-C0A9F42D43E9},
1704,,Shared Use Path or Greenway,Off Road Bike Facility,Off,,,,,"CM add from Bing Imagery, needs verify",No,Hard,,,Yes,,,,0.068991,{F920661E-F7FB-4106-BD58-1B9627DEB64E},
1705,,Shared Use Path or Greenway,Off Road Bike Facility,Off,,,,,"CM add from Bing Imagery, needs verify",No,Hard,,,Yes,,,,0.208476,{E2F0BD69-0E56-4E99-8766-C2DA2BD3C17C},
1706,,Side Path,Off Road Bike Facility,Off,Gwinnett County, , , ,Not verified visually, ,Hard, , ,Yes, , , ,0.815854,{5B34E87A-B987-4DA2-9890-E4110C7EB577},
1707,,Side Path,Off Road Bike Facility,Off,Gwinnett County, , , ,Verified with Google Maps, ,Hard, , ,Yes, , , ,0.712095,{C926CD09-3810-4C9D-90A1-DE6DC7092273},
1708,,Side Path,Off Road Bike Facility,Off,Gwinnett County, , , ,Bing Imagery verifty,No,Hard, , ,Yes, , , ,0.109166,{9BE904E7-165B-428F-9766-ECBDDA3B7941},
1709,,Side Path,Off Road Bike Facility,Off,Gwinnett County, ,No, , ,No,Hard, , ,Yes, , , ,0.190387,{EAF5C62B-CBF2-4E77-986B-F03E642D967E},
1710,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,No,,,No,Hard,,,Yes,,,,0.184141,{81D10B3B-4715-47C0-97EE-AC9B9954714B},
1711,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,No,,,No,Hard,,,Yes,,,,0.089085,{ACBA8A33-8B68-4C08-A450-21A7A57BE246},
1712,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Gwinnett County,,No,,,No,Hard,,,Yes,,,,0.276211,{B3DE6161-C43F-4512-824B-DE0818933832},
1713,,Paved Shoulder,"Designated On Road Bike Facility, unimproved",On,Forsyth County, , ,Forsyth County,OLD ATLANTA RD, ,Hard, , ,Yes, , , ,3.387109,{8C362177-FC38-43BC-8009-0924E1AEEFB0},
1714,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Johns Creek,No,,,No,Hard,,,Yes,,,,0.360964,{25D5B4B1-3A0A-4C91-9F4C-F821395CE8A1},
1715,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No,,,No,Hard,,,Yes,Big Creek Greenway,June_2008,,0.098404,{95CA8A52-6900-450A-A9CA-67AA1F11B9A2},
1716,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Big Creek Greenway,June_2008, ,0.415447,{9BDFFB4A-8654-4CBB-9101-A51BA857391A},
1717,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No,,,No,Hard,,,Yes,Big Creek Greenway,June_2008,,0.109028,{E88D2BA0-52B4-46F4-9A9E-433A5BB3DFF8},
1718,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No,,,No,Hard,,,Yes,Big Creek Greenway,June_2008,,0.306419,{D12F20AB-155D-4620-BC81-01D555F7573C},
1719,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Big Creek Greenway,June_2008, ,0.111311,{50EC4D32-A2CE-4A96-82F6-745368806FD3},
1720,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Big Creek Greenway,June_2008, ,0.068331,{7A52A529-73BE-4844-9B46-AD0310936E7C},
1721,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Big Creek Greenway,June_2008, ,0.249301,{8FAFE476-50FB-48FD-B6CB-F8576C69B9D0},
1722,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No,,,No,Hard,,,Yes,Big Creek Greenway,,,0.118655,{C34339E5-CEDF-4EF7-9634-519581E174BA},
1723,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Big Creek Greenway,June_2008, ,0.328347,{FFBA042F-A44C-4F4C-B162-4EE5B72963B8},
1724,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No,,,No,Hard,,,Yes,Big Creek Greenway,,,0.014086,{4CF00D76-410A-499E-9A8A-44902B991A9F},
1725,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Big Creek Greenway,June_2008, ,0.701102,{FAD91272-FB8D-4C0F-9642-85FA549FCC9E},
1726,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell, , , , ,Hard, , ,Yes,Roswell Riverside Trail, , ,0.616527,{97B8799A-6B4B-4BFA-8BFD-57C27A353505},
1727,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Roswell Riverside Trail,,,0.171233,{4D3FB136-EB82-40D0-A653-DD1CD2FEC1F5},
1728,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Roswell Riverside Trail,,,0.086649,{4B6DCBD4-1555-4808-9661-AC24CD042F93},
1729,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Roswell Riverside Trail,,,0.050016,{2D0DD8A4-41AE-47AA-9CE2-0DFB3467B58B},
1730,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Roswell Riverside Trail,,,0.039223,{D94BDFF0-0732-4F24-B974-A94CDB637A72},
1731,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Roswell Riverside Trail,,,0.020476,{A90C4F75-1F78-4644-B11B-33084B814B87},
1732,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Roswell Riverside Trail,,,0.085971,{CAE1E682-3FE5-405E-A5F2-36D63AC28D04},
1733,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Roswell Riverside Trail,,,0.059346,{D4CE56FF-4FF9-4D38-B972-288EDBE5C7EE},
1734,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell, , , , ,Hard, , ,Yes,Roswell Riverside Trail, , ,0.78847,{3813CBD7-3EF8-4BF7-AC47-EEE6587C8E1D},
1735,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Roswell Riverside Trail,,,0.422138,{B7961498-0A6B-417A-BD28-ACA480E6EB51},
1736,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Roswell Riverside Trail,,,0.040746,{8D46280A-28D4-4AAA-A014-39BCCEABCA3E},
1737,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Wills Park,June_2008, ,0.244807,{27568ACB-BC88-4E79-AC9B-ABCB8308A739},
1738,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Wills Park,June_2008, ,0.15246,{77AE0198-A2C4-4998-BF74-5F37F1CBCCFB},
1739,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Wills Park,June_2008, ,0.299553,{7C0AAE37-68D8-4E9F-9659-C7632EE395A5},
1740,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Wills Park,June_2008, ,0.161697,{A11DE66B-9348-4ACD-9896-E0E89682D558},
1741,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No, , ,No,Hard, , ,Yes,Wills Park,June_2008, ,0.351019,{CA28B893-D74A-4053-B2F8-4875C95A784F},
1742,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No,,,No,Hard,,,Yes,Wills Park,June_2008,,0.177649,{A23EA8A7-0961-4AE4-9589-E2E958F87BE0},
1743,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No,,,No,Hard,,,Yes,Wills Park,,,0.029788,{EE8C1A7B-4F19-4698-AFBE-6393EC818814},
1744,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton,Alpharetta,No,,,No,Hard,,,Yes,Wills Park,June_2008,,0.087565,{6A9B6612-D29C-45D6-B341-85C671BAA259},
1745,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Big Creek Mixed Use,,,0.045837,{CB958FE5-E869-4BC3-888D-01C45F6CE52B},
1746,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Big Creek Mixed Use,,,0.049727,{010DFE94-9573-4611-928C-7D4E8F0A7090},
1747,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Big Creek Mixed Use,,,0.016252,{7A19EC2D-6C97-4F5C-BCF8-1F8BB55E2EE3},
1748,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Big Creek Greenway Connector,,,0.73855,{9F05EB52-20B7-4825-AA66-D2AC099A80E6},
1749,,Shared Use Path or Greenway,Off Road Bike Facility,Off,Fulton County,Roswell,,,,,Hard,,,Yes,Big Creek Greenway Connector,,,0.138429,{AA600FB2-5FB0-4F37-BBFD-3C5F415BDCA8},
1750,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,,,,PATH,,No,Hard,,,Yes,Nancy Creek Trail,,,0.052431,{C088C4F7-39D8-4FA0-9961-E72054170C17},
1751,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,,,,PATH,,No,Hard,,,Yes,Nancy Creek Trail,,,0.007427,{538AF5FF-AC99-4E9E-AB89-4DC7A869F6C1},
1752,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,,,,PATH,,No,Hard,,,Yes,Nancy Creek Trail,,,0.011859,{034E5A1E-2DDB-4096-B4ED-170454C1E7E3},
1753,c,Shared Use Path or Greenway,Off Road Bike Facility,Off, , , ,PATH,From PATH,No,Hard, , ,Yes,Nancy Creek Trail, , ,0.901173,{12BECBEB-5B95-447B-8BE8-AB96DE6D2460},
1754,,Side Path,Off Road Bike Facility,Off,DeKalb County, ,No, , ,No,Hard, , ,Yes,Stone Mountain Trail,6_27_2008, ,0.379295,{EDBE51D6-6221-4015-AA94-9E239C1F563D},
1755,,Side Path,Off Road Bike Facility,Off,DeKalb County, ,No, , ,No,Hard, , ,Yes,Stone Mountain Trail,6_27_2008, ,0.175419,{9DBB254F-690C-4F93-962E-5465C981C086},
1756,,Side Path,Off Road Bike Facility,Off,DeKalb County, ,No, , ,No,Hard, , ,Yes,Stone Mountain Trail,6_27_2008, ,0.254541,{65397895-F150-46A4-9FF4-7FABD2E87074},
1757,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,DeKalb County, ,No, , ,No,Hard, , ,Yes,Stone Mountain Trail,6_27_2008, ,0.107804,{16ADF30E-E9ED-4406-B940-73B376FC31B5},
1758,,Side Path,Off Road Bike Facility,Off,DeKalb County, ,Yes,GDOT State Bicycle Route, ,Yes,Hard, , ,Yes,Stone Mountain Trail,6_27_2008, ,0.318653,{7CFE210E-63D4-4181-B00E-D73695221499},
1759,,Side Path,Off Road Bike Facility,Off,DeKalb County, ,No, , ,No,Hard, , ,Yes,Stone Mountain Trail,6_27_2008, ,0.244024,{8059AB78-E893-4AEA-B700-A1EED3D14608},
1760,,Side Path,Off Road Bike Facility,Off,DeKalb County, ,No,PATH, ,No,Hard, , ,Yes,Stone Mountain Trail,6_27_2008, ,0.324774,{3DE8CD65-CAF4-40AD-B7E9-341091FC122C},
1761,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,DeKalb County, ,No,Stone Mountain, ,No,Hard, , ,Yes,,6_27_2008, ,0.381325,{8B3B9B49-A1CA-4FEB-989A-5D124BCB3E14},
1762,c,Conventional Bike Lane,Bike Lane,On,Fulton County,Johns Creek,No,GDOT State Bicycle Route,,Yes,Hard,Yes,,Yes,Northern Crescent State Bike Route,,,0.598058,{22CCC6AD-0890-441A-A39A-B9171B21C714},
1763,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,,No,Hard,,,Yes,Town to Creek Trail,,,0.174872,{5F6BFF4D-7667-4B15-A437-A827C5531219},
1764,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County,,,,,No,Hard,,,Yes,Silver Comet Trail,,,0.122786,{D9AE3C54-6449-4609-804D-9119D3C5D8F0},
1765,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County,,,,,No,Hard,,No,Yes,,,,0.039183,{5E7D3FDF-D3AA-4EFA-AD1F-7650E6C5F7C4},
1766,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County,,,,,No,Hard,,No,Yes,,,,0.037419,{7CF5F293-D9CC-4242-86F6-DBAA6541E768},
1767,c,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Fulton County,Atlanta,,PATH,,,Hard,,,Yes,Southtowne Trail,,,0.706068,{5E19B9AB-8675-441C-8F4A-5CF1026A528E},
1768,c,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Fulton County,Atlanta,,PATH,,,Hard,,,Yes,Southtowne Trail,,,0.311218,{60092AA2-E046-4E5D-A96B-7DD6D1CEDD20},
1769,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , ,"Not on google or bing imagery, not corrected", ,Hard, , ,Null,"University Trail, Phase 1", , ,0.499461,{FDA3EE6F-9C8B-410E-A0A8-8EF0E017C0B0},
1770,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,"Not on Google Earth or Bing Imagery, not corrected", ,Hard, , ,Null,Spring Road Trail, , ,0.154563,{043CFE50-BE97-4359-9C40-3CB0D5D3EF46},
1771,c,Side Path,Off Road Bike Facility,Off,Cobb County,,,,,No,Hard,,,Yes,Spring Road Trail,,,0.032124,{C0F31736-0619-4236-985B-1F989E6497B5},
1772,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County,,,,Bob Callan Trail,,Hard,,,Yes,Rottenwood Creek Trail,,,0.017304,{C0AEDAA7-1C1D-4EF8-B2A1-ABC169249D96},
1773,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County,,,,,,Hard,,,Yes,Bob Callan Trail,,,0.026841,{F26FC7A2-2CC9-4DD1-B332-76673E634CEE},
1774,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , ,"Not on Google Earth or Bing Imagery, not corrected",Yes,Hard, ,No,Null,March To The Sea State Route, , ,1.796784,{F9F141B1-2738-4177-9AD3-E9FF844736FD},
1775,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,Yes,Hard, ,No,Yes,March To The Sea State Route, , ,1.10154,{5B24C482-A412-49A2-92E8-1C96CE6EB4BA},
1776,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,Yes,Hard, ,No,Yes,March To The Sea State Route, , ,0.083033,{9E9530B8-CAC5-4C27-9E4C-2EF4E7D5918C},
1777,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Noonday Creek Trail Phase II, , ,0.246696,{FFC447C6-38C2-4339-9907-74E19614173C},
1778,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Noonday Creek Trail Phase II, , ,0.09551,{EFB67BA6-F719-4EEE-8B65-833A3232B888},
1779,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , , ,Hard, , ,Yes,Noonday Creek Trail Phase II, , ,0.341668,{CE8D66E6-F8D5-4C03-AE1B-8E0324C87E58},
1780,c,Conventional Bike Lane,Bike Lane,On,Cobb County,,,,,,Hard,,,Yes,Greers Chapel Rd/Barrett Lakes Blvd,,,0.211637,{B92B4A04-643E-4683-8766-1BE16D6D6158},
1781,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County,,,,,,Hard,,,Yes,Proctor Creek Trail,,,0.876116,{DFDECA8A-C1E9-43E7-AC63-5B073A22DF02},
1782,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County,,,,,,Hard,,,Yes,Logan Farm Park Trail,,,0.816474,{B079E599-7CCD-4A0D-A388-B91F7DB9AAA8},
1783,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County,,,,,,Hard,,,Yes,Cowan Park Trail,,,0.237515,{E01CC080-F6EF-42BA-8C47-E53D4A117C63},
1784,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cobb County,,,,,,Hard,,,Yes,Lake Acworth Trail,,,0.434673,{029EC52D-5510-4CE7-9CD0-41C6D936CF3C},
1785,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,Yes,Hard, ,No,Yes,March To The Sea State Route, , ,0.422695,{184A151F-6859-4640-B9AB-9388D2BF072D},
1786,c,Side Path,Off Road Bike Facility,Off,Cobb County, , , , ,Yes,Hard, ,No,Yes,March To The Sea State Route, , ,1.709089,{7F8776B8-3401-4103-AE36-A54777A723D9},
1787,c,Conventional Bike Lane,Bike Lane,On,Clayton County,College Park,No,,,No,Hard,Yes,,Yes,Riverdale Rd Bike Lanes,,,1.109151,{EE4B3848-CDF0-4F39-9F4C-4BD3FC7F1E77},
1788,c,Conventional Bike Lane,Bike Lane,On,Clayton County,College Park,No,,,No,Hard,Yes,,Yes,Riverdale Rd Bike Lanes,,,1.098003,{A8214FED-8D5B-4986-9632-26D71F3BE2AB},
1789,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Clayton County,,No,,,,Hard,,,Yes,Morrow Jesters Creek Trail,,,0.409335,{F1878FB6-D483-46A4-9B73-F2628BB8FDBB},
1790,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Clayton County,,No,,,,Hard,,,Yes,Morrow Jesters Creek Trail,,,0.972657,{FF784A65-99C0-4168-BB28-6FEBB3A9FF23},
1791,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Clayton County,,No,,,,Hard,,,Yes,Morrow Jesters Creek Trail,,,0.01835,{6E4350F7-CC2F-4261-AFE9-EAE40EEB5855},
1792,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Clayton County,,No,,,,Hard,,,Yes,Morrow Jesters Creek Trail,,,0.210112,{CAC642F4-2C36-47B5-96FA-58405293AC06},
1793,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Clayton County,,No,,,,Hard,,,Yes,Morrow Jesters Creek Trail,,,0.120601,{423E6F21-F2C8-4427-BCBC-C6C889188FDB},
1794,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Clayton County,,No,,,No,Hard,,,Yes,Villages of Ellenwood Trail,,,0.038882,{C2DFF60F-52F7-43E9-A575-016614ED3AFB},
