OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,CHNG_JOBS_2002_07,CHNG_JOBS_AGE_29_YNGR_2002_07,CHNG_JOBS_AGE_30_54_2002_07,CHNG_JOBS_AGE_55_OLDR_2002_07,CHNG_JOBS_1250_LESS_2002_07,CHNG_JOBS_1251_3333_2002_07,CHNG_JOBS_3333_MORE_2002_07,CHNG_PCT_JOBS_29_YNGR_2002_07,CHNG_PCT_JOBS_30_54_2002_07,CHNG_PCT_JOBS_55_OLDR_2002_07,CHNG_PCT_JOBS_1250_LESS_2002_07,CHNG_PCT_JOBS_1251_3333_2002_07,CHNG_PCT_JOBS_3333_MORE_2002_07,CHNG_JOBS_2007_10,CHNG_JOBS_AGE_29_YNGR_2007_10,CHNG_JOBS_AGE_30_54_2007_10,CHNG_JOBS_AGE_55_OLDR_2007_10,CHNG_JOBS_1250_LESS_2007_10,CHNG_JOBS_1251_3333_2007_10,CHNG_JOBS_3333_MORE_2007_10,CHNG_PCT_JOBS_29_YNGR_2007_10,CHNG_PCT_JOBS_30_54_2007_10,CHNG_PCT_JOBS_55_OLDR_2007_10,CHNG_PCT_JOBS_1250_LESS_2007_10,CHNG_PCT_JOBS_1251_3333_2007_10,CHNG_PCT_JOBS_3333_MORE_2007_10,CHNG_JOBS_2010_15,CHNG_JOBS_AGE_29_YNGR_2010_15,CHNG_JOBS_AGE_30_54_2010_15,CHNG_JOBS_AGE_55_OLDR_2010_15,CHNG_JOBS_1250_LESS_2010_15,CHNG_JOBS_1251_3333_2010_15,CHNG_JOBS_3333_MORE_2010_15,CHNG_PCT_JOBS_29_YNGR_2010_15,CHNG_PCT_JOBS_30_54_2010_15,CHNG_PCT_JOBS_55_OLDR_2010_15,CHNG_PCT_JOBS_1250_LESS_2010_15,CHNG_PCT_JOBS_1251_3333_2010_15,CHNG_PCT_JOBS_3333_MORE_2010_15,CHNG_JOBS_2002_15,CHNG_JOBS_AGE_29_YNGR_2002_15,CHNG_JOBS_AGE_30_54_2002_15,CHNG_JOBS_AGE_55_OLDR_2002_15,CHNG_JOBS_1250_LESS_2002_15,CHNG_JOBS_1251_3333_2002_15,CHNG_JOBS_3333_MORE_2002_15,CHNG_PCT_JOBS_29_YNGR_2002_15,CHNG_PCT_JOBS_30_54_2002_15,CHNG_PCT_JOBS_55_OLDR_2002_15,CHNG_PCT_JOBS_1250_LESS_2002_15,CHNG_PCT_JOBS_1251_3333_2002_15,CHNG_PCT_JOBS_3333_MORE_2002_15,GlobalID,last_edited_date
742,13089023311,13089,"Census Tract 233.11, DeKalb County",4919,572,ARC 10,1213.34997559,12.64760017,1225.98999023,1.89585996,0.0197619,1.91560996,023311,DeKalb,-114,-6,-108,0,-21,-81,-12,5.80000019,-9.30000019,3.5,4.80000019,-8.30000019,3.5,-13,-53,25,15,-54,6,35,-14.60000038,9.60000038,5,-14.60000038,3.20000005,11.30000019,101,14,38,49,26,48,27,-0.1,-6.69999981,6.69999981,0.5,1.70000005,-2.20000005,-26,-45,-45,64,-49,-27,50,-8.89999962,-6.30000019,15.30000019,-9.19999981,-3.5,12.69999981,{EBBBFD1B-8325-419A-A478-56BE8E8E2F23},
743,13089023213,13089,"Census Tract 232.13, DeKalb County",6253,505,ARC 10,1244.15002441,4.10936022,1248.26000977,1.94397998,0.00642088,1.95041001,023213,DeKalb,141,57,58,26,-127,151,117,0.69999999,-1,0.30000001,-9.39999962,4.5999999,4.80000019,-260,-133,-118,-9,-143,-85,-32,-3,1.39999998,1.60000002,-3.5,2.29999995,1.20000005,231,48,133,50,239,3,-11,-0.89999998,0.2,0.69999999,9,-5.80000019,-3.0999999,112,-28,73,67,-31,69,74,-3.20000005,0.5,2.70000005,-4,1,2.9000001,{C4B7E61A-9DC5-466E-A03D-23C6D8A82566},
744,13089022301,13089,"Census Tract 223.01, DeKalb County",6003,401,ARC 10,1046.33996582,0,1046.33996582,1.63490999,0,1.63490999,022301,DeKalb,-3,-32,-53,82,-14,-25,36,-1.5,-2.4000001,3.9000001,-0.60000002,-1.10000002,1.70000005,-244,-145,-77,-22,-94,-87,-63,-3.70000005,2.5999999,1.10000002,0.2,0.40000001,-0.60000002,-62,0,-77,15,-186,42,82,0.89999998,-2.4000001,1.5,-8.89999962,3.5999999,5.19999981,-309,-177,-207,75,-294,-70,55,-4.19999981,-2.20000005,6.4000001,-9.19999981,2.9000001,6.4000001,{98679546-7171-4476-A0C1-A4F8F33A7D7A},
745,13089023602,13089,"Census Tract 236.02, DeKalb County",2392,219,ARC 10,676.72900391,2.76634002,679.49499512,1.05738997,0.00432241,1.06171,023602,DeKalb,-81,-12,-61,-8,-25,-54,-2,1.89999998,-5.19999981,3.29999995,-4.4000001,-9.30000019,13.80000019,-23,-8,-12,-3,2,-11,-14,-2,0.89999998,1.10000002,3.70000005,-1.70000005,-2,66,19,31,16,23,8,35,2.9000001,-3.70000005,0.80000001,4.30000019,-6.69999981,2.4000001,-38,-1,-42,5,0,-57,19,2.79999995,-7.9000001,5.0999999,3.5999999,-17.70000076,14.10000038,{767C240C-47E0-4447-9FB5-C22DD78B5D90},
746,13089023504,13089,"Census Tract 235.04, DeKalb County",3294,492,ARC 10,541.29797363,1.21947002,542.51702881,0.84577799,0.00190542,0.84768301,023504,DeKalb,-12,-17,-13,18,-22,-20,30,-4.9000001,-2.29999995,7.0999999,-6.19999981,-5.5999999,11.80000019,106,57,47,2,69,43,-6,7.30000019,-3.20000005,-4.0999999,7.19999981,1.29999995,-8.60000038,85,37,22,26,42,25,18,1.5,-4.9000001,3.4000001,0.5,-1.39999998,1,179,77,56,46,89,48,42,4,-10.39999962,6.4000001,1.60000002,-5.69999981,4.0999999,{46F640DB-F9E2-439E-8A20-D0A5B3EF8D19},
747,13089023411,13089,"Census Tract 234.11, DeKalb County",3922,406,ARC 10,719.48297119,1.26690996,720.75,1.12418997,0.00197955,1.12617004,023411,DeKalb,-11,-13,3,-1,-9,-1,-1,-29.29999924,24.79999924,4.5,-12,12.5,-0.5,16,6,6,4,14,3,-1,8.39999962,-8.39999962,0,17.5,-12.69999981,-4.9000001,-7,-2,-4,-1,-8,0,1,-1.10000002,-0.89999998,2,-10.89999962,7.69999981,3.0999999,-2,-9,5,2,-3,2,-1,-22,15.5,6.5,-5.30000019,7.5999999,-2.29999995,{91273448-2144-4514-ACE1-23F2121841FB},
748,13089023410,13089,"Census Tract 234.10, DeKalb County",3848,353,ARC 10,797.95001221,3.52076006,801.4710083,1.24679995,0.00550119,1.25230002,023410,DeKalb,-260,-134,-146,20,-167,-103,10,-2.29999995,-0.89999998,3.29999995,-2,-1.10000002,3.0999999,-34,-10,-23,-1,32,-37,-29,0.2,-0.40000001,0.30000001,3.5999999,-1.89999998,-1.70000005,60,-34,32,62,-53,62,51,-3.9000001,0.2,3.79999995,-6,3,3,-234,-178,-137,81,-188,-78,32,-6.0999999,-1.20000005,7.30000019,-4.4000001,0.1,4.30000019,{D22F4027-4317-40DE-9101-A553B5BE4B7E},
749,13089023501,13089,"Census Tract 235.01, DeKalb County",3804,598,ARC 10,567.92102051,0,567.92102051,0.88737702,0,0.88737702,023501,DeKalb,-85,-37,-54,6,-66,-16,-3,-2.0999999,-2.9000001,5,-5.5,3.0999999,2.29999995,-16,8,-8,-16,11,-27,0,4.30000019,0,-4.30000019,6.19999981,-7,0.80000001,109,9,61,39,52,74,-17,-7.69999981,1.60000002,6,-2.5999999,10.69999981,-8.19999981,8,-20,-1,29,-3,31,-20,-5.5,-1.20000005,6.69999981,-1.79999995,6.80000019,-5,{F7013680-3319-4864-9E99-B478EDEF90DA},
750,13089023114,13089,"Census Tract 231.14, DeKalb County",2728,302,ARC 10,590.31500244,3.13923001,593.45501709,0.92236698,0.00490505,0.92727298,023114,DeKalb,512,69,349,94,-3,285,230,-13.19999981,9.5,3.5999999,-27.89999962,11.19999981,16.70000076,-578,-100,-392,-86,-32,-322,-224,11.19999981,-12.30000019,1,27.20000076,-15.19999981,-12,8,-13,7,14,-21,4,25,-4.5999999,0.89999998,3.70000005,-7.19999981,0.40000001,6.69999981,-58,-44,-36,22,-56,-33,31,-6.5,-1.79999995,8.30000019,-7.9000001,-3.5999999,11.5,{02C7D64C-3772-4CDE-8A06-E0DEC9FF1D30},
751,13089023112,13089,"Census Tract 231.12, DeKalb County",4368,459,ARC 10,610.10198975,2.85159993,612.95397949,0.95328403,0.00445563,0.95774102,023112,DeKalb,208,11,153,44,24,125,59,-7.80000019,5.80000019,2,-8.69999981,4.30000019,4.5,-64,-15,-38,-11,-79,21,-6,0.1,0,-0.1,-9,8.19999981,0.80000001,38,-35,47,26,-31,26,43,-6.5,3.5999999,2.9000001,-5.9000001,0.60000002,5.30000019,182,-39,162,59,-86,172,96,-14.19999981,9.39999962,4.80000019,-23.60000038,13.10000038,10.60000038,{D8F69722-1AC2-4FA2-9653-36B999731BC0},
752,13089021912,13089,"Census Tract 219.12, DeKalb County",3820,343,ARC 10,2826.44995117,20.25519943,2846.69995117,4.41632986,0.0316487,4.44796991,021912,DeKalb,-89,-29,-30,-30,-39,-51,1,-1.20000005,4.0999999,-2.79999995,-1.60000002,-2.9000001,4.5,-186,-76,-106,-4,-71,-99,-16,-11.60000038,0.40000001,11.30000019,-2.70000005,-9.80000019,12.5,15,2,-3,16,-18,23,10,0,-4.5,4.5,-8.69999981,7,1.70000005,-260,-103,-139,-18,-128,-127,-5,-12.89999962,0,12.89999962,-12.89999962,-5.69999981,18.60000038,{1A85D848-49CD-40D3-A94C-F65BD85F14EB},
753,13089021910,13089,"Census Tract 219.10, DeKalb County",5240,602,ARC 10,912.06799316,1.26393998,913.33197021,1.42510998,0.00197491,1.42708004,021910,DeKalb,-723,-135,-528,-60,-135,-439,-149,1.5,-5.5,4,-2,-3.20000005,5.30000019,-135,-111,-21,-3,-56,-104,25,-9,6.5999999,2.4000001,-4.19999981,-3.5999999,7.80000019,263,65,108,90,70,76,117,2.5999999,-5.69999981,3.0999999,3.9000001,-4.5999999,0.69999999,-595,-181,-441,27,-121,-467,-7,-4.9000001,-4.5999999,9.5,-2.29999995,-11.39999962,13.80000019,{FFCFADED-E364-4674-AD2D-A75E8390EC73},
754,13089021604,13089,"Census Tract 216.04, DeKalb County",3084,193,ARC 10,858.45898438,1.61903,860.07800293,1.34133995,0.00252973,1.34387004,021604,DeKalb,-1203,-396,-747,-60,-376,-502,-325,-19.20000076,3.70000005,15.60000038,-14.19999981,-6.5,20.70000076,527,147,306,74,205,177,145,12.89999962,-6.30000019,-6.5999999,18.39999962,-0.69999999,-17.70000076,-475,-128,-295,-52,-184,-173,-118,-6.5,-5.19999981,11.69999981,-12,-6.19999981,18.10000038,-1151,-377,-736,-38,-355,-498,-298,-12.80000019,-7.9000001,20.60000038,-7.80000019,-13.30000019,21.10000038,{0C2F79D3-52FA-4D98-97B2-AAA17DF83263},
755,13089021504,13089,"Census Tract 215.04, DeKalb County",5115,409,ARC 10,918.69500732,9.82763004,928.52197266,1.43545997,0.0153557,1.45081997,021504,DeKalb,78,85,114,-121,-455,132,401,1.79999995,2,-3.79999995,-14,2.9000001,11.10000038,5865,316,3993,1556,-1,706,5160,-14.80000019,6.4000001,8.39999962,-17.70000076,-19.89999962,37.59999847,-2028,-155,-1268,-605,105,4,-2137,1.79999995,0.5,-2.29999995,4.4000001,6.69999981,-11,3915,246,2839,830,-351,842,3424,-11.10000038,8.89999962,2.20000005,-27.29999924,-10.30000019,37.70000076,{9BD56F99-E891-4264-8C39-A88EA3F5D7E0},
756,13089021503,13089,"Census Tract 215.03, DeKalb County",4260,466,ARC 10,475.86499023,2.92227006,478.7869873,0.74353898,0.00456605,0.74810499,021503,DeKalb,57,-26,29,54,-38,-48,143,-3.20000005,-0.69999999,3.9000001,-4.5,-6.4000001,10.89999962,13,-6,-18,37,63,-44,-6,-0.69999999,-2.29999995,3,5.19999981,-4.19999981,-1,-494,-35,-332,-127,10,-145,-359,6.30000019,-4.4000001,-2,19.29999924,4.19999981,-23.39999962,-424,-67,-321,-36,35,-237,-222,2.4000001,-7.30000019,4.9000001,20,-6.5,-13.5,{07A0A1BA-340F-461C-8834-C584D0837372},
757,13089023107,13089,"Census Tract 231.07, DeKalb County",4697,528,ARC 10,927.31298828,0,927.31298828,1.44893003,0,1.44893003,023107,DeKalb,49,13,7,29,26,-2,25,0.2,-5.30000019,5.0999999,1.70000005,-5.80000019,4.0999999,-141,-31,-88,-22,-61,-73,-7,1.20000005,-2.29999995,1.10000002,-1.79999995,-4,5.80000019,-87,-20,-43,-24,-27,-24,-36,1.10000002,2.29999995,-3.4000001,2.5999999,4.5999999,-7.19999981,-179,-38,-124,-17,-62,-99,-18,2.5999999,-5.30000019,2.70000005,2.5,-5.19999981,2.70000005,{1DE7D29C-7B5B-43CC-B39B-C9D24D4A754D},
758,13089023418,13089,"Census Tract 234.18, DeKalb County",20092,1855,ARC 10,12500.59960938,169.09199524,12669.70019531,19.53219986,0.26420599,19.79640007,023418,DeKalb,2769,1746,829,194,1812,716,241,16.29999924,-14.30000019,-2.0999999,9.39999962,-3.79999995,-5.5999999,146,-100,179,67,-102,196,52,-4.30000019,3,1.29999995,-4.5999999,3.70000005,0.80000001,-294,-552,120,138,-402,-19,127,-10.30000019,6.0999999,4.19999981,-6.0999999,1.89999998,4.19999981,2621,1094,1128,399,1308,893,420,1.70000005,-5.19999981,3.5,-1.20000005,1.79999995,-0.60000002,{A24C416D-6EF9-402E-ADC4-D87A65595B47},
759,13089023101,13089,"Census Tract 231.01, DeKalb County",4587,444,ARC 10,875.35601807,1.16708004,876.52301025,1.36774004,0.00182356,1.36957002,023101,DeKalb,-6,-35,27,2,-44,-7,45,-4.80000019,4.4000001,0.40000001,-6,-0.60000002,6.69999981,-305,-108,-185,-12,-22,-175,-108,-6.0999999,-0.30000001,6.4000001,18.70000076,-12.69999981,-6.0999999,321,50,216,55,78,82,161,-2.70000005,3.29999995,-0.60000002,-11.60000038,-1.39999998,12.89999962,10,-93,58,45,12,-100,98,-13.60000038,7.4000001,6.19999981,1.20000005,-14.69999981,13.5,{06CA9C69-491D-4933-9B1B-ADA122038B84},
760,13089022401,13089,"Census Tract 224.01, DeKalb County",3637,352,ARC 10,662.53100586,0.459122,662.98999023,1.0352,0.00071738,1.03592002,022401,DeKalb,-33,-65,0,32,-9,-35,11,-5.80000019,2.29999995,3.5,-0.1,-2.0999999,2.20000005,-37,-30,-19,12,-24,-64,51,-2.5,0.80000001,1.79999995,-1.60000002,-5.0999999,6.5999999,-197,18,-207,-8,-55,-120,-22,5.5999999,-8.5,2.9000001,-1.5,-6.19999981,7.69999981,-267,-77,-226,36,-88,-219,40,-2.79999995,-5.5,8.30000019,-3.20000005,-13.30000019,16.5,{EA71978C-413E-4973-86F2-9916C6C661F4},
761,13089020900,13089,"Census Tract 209, DeKalb County",5546,616,ARC 10,1100.91003418,0,1100.91003418,1.72017002,0,1.72017002,020900,DeKalb,-117,-10,-84,-23,-39,-92,14,2.70000005,-2.0999999,-0.60000002,1,-4.80000019,3.79999995,98,-5,99,4,7,77,14,-3.5999999,4.5999999,-1,-3.29999995,4.0999999,-0.69999999,257,57,166,34,52,131,74,-1.39999998,1.39999998,0,-3.70000005,2.20000005,1.5,238,42,181,15,20,116,102,-2.29999995,3.9000001,-1.60000002,-6,1.5,4.5999999,{65236B28-9EB4-48DA-B5B6-8E21C48CD83C},
762,13089020700,13089,"Census Tract 207, DeKalb County",2256,235,ARC 10,312.56399536,0,312.56399536,0.488381,0,0.488381,020700,DeKalb,-1,-5,8,-4,-11,1,9,-4.5999999,8.39999962,-3.79999995,-10.30000019,1.39999998,8.89999962,1,3,-2,0,18,-6,-11,2.70000005,-2.5999999,-0.1,17.10000038,-6.30000019,-10.89999962,328,83,211,34,60,82,186,-1.39999998,-0.5,2,-25.20000076,-9.80000019,35,328,81,217,30,67,77,184,-3.4000001,5.30000019,-1.89999998,-18.39999962,-14.60000038,33.09999847,{29EE793A-32BA-4BD7-B3AA-F534DE5EAF81},
763,13089020600,13089,"Census Tract 206, DeKalb County",2190,348,ARC 10,273.61599731,0,273.61599731,0.42752501,0,0.42752501,020600,DeKalb,377,37,273,67,-12,209,180,-3.0999999,5.19999981,-2,-12.60000038,7.9000001,4.69999981,25,-9,25,9,7,51,-33,-1.60000002,1.10000002,0.5,0.60000002,5.0999999,-5.69999981,-27,11,-35,-3,-2,-59,34,1.89999998,-2.20000005,0.30000001,0.1,-6.0999999,6,375,39,263,73,-7,201,181,-2.79999995,4,-1.20000005,-11.89999962,6.9000001,4.9000001,{3485F9CD-9974-4D7D-ACC8-5E458DDD5AD9},
764,13089020500,13089,"Census Tract 205, DeKalb County",3145,372,ARC 10,416.67999268,0,416.67999268,0.65106201,0,0.65106201,020500,DeKalb,930,556,304,70,580,277,73,34.5,-32.70000076,-1.79999995,24.89999962,-23.39999962,-1.5,253,30,198,25,58,143,52,-8.39999962,8,0.40000001,-7,4.5999999,2.4000001,323,48,170,105,88,135,100,-6.30000019,1.5,4.80000019,-4.9000001,0.80000001,4.0999999,1506,634,672,200,726,555,225,19.79999924,-23.29999924,3.5,13,-18,5,{89292813-2F21-41FA-8C44-996C851BE84B},
765,13089021410,13089,"Census Tract 214.10, DeKalb County",5586,449,ARC 10,671.7210083,4.8141098,676.53497314,1.04955995,0.00752205,1.05709004,021410,DeKalb,-1857,-547,-1501,191,-185,-196,-1476,-3.70000005,-4.19999981,7.9000001,1.89999998,7.0999999,-8.89999962,-93,-209,-1,117,37,-262,132,-4.0999999,1.29999995,2.79999995,1.10000002,-4.80000019,3.70000005,-528,74,-554,-48,-234,-207,-87,3.29999995,-4.80000019,1.5,-3.29999995,-1,4.30000019,-2478,-682,-2056,260,-382,-665,-1431,-4.5,-7.69999981,12.19999981,-0.30000001,1.20000005,-0.89999998,{2F8C5513-B60F-4B33-8662-0E3C3CE7A377},
766,13089021216,13089,"Census Tract 212.16, DeKalb County",8057,750,ARC 10,896.7869873,0,896.7869873,1.40122998,0,1.40122998,021216,DeKalb,-4093,-865,-2881,-347,-409,-1246,-2438,0.2,-1.60000002,1.39999998,1.70000005,-0.40000001,-1.29999995,236,-155,271,120,35,-118,319,-2.0999999,1.20000005,0.89999998,0,-1.89999998,1.89999998,4240,1117,2338,785,463,1578,2199,2,-3.4000001,1.39999998,-1.39999998,3.0999999,-1.70000005,383,97,-272,558,89,214,80,0.1,-3.79999995,3.70000005,0.30000001,0.69999999,-1,{6C0C9C9E-BA3A-4C38-8083-5B92D30EE6DB},
767,13089021911,13089,"Census Tract 219.11, DeKalb County",2301,632,ARC 10,225.92799377,4.59492016,230.522995,0.35301301,0.00717956,0.360192,021911,DeKalb,-43,-50,-6,13,-27,-36,20,-9.39999962,4.9000001,4.5999999,-5.19999981,-2.9000001,8.10000038,-41,-10,-22,-9,4,-45,0,-0.89999998,1.29999995,-0.40000001,1.89999998,-6.19999981,4.30000019,5,-1,-4,10,24,-36,17,-0.5,-2,2.4000001,6.30000019,-10.19999981,3.9000001,-79,-61,-32,14,1,-117,37,-10.80000019,4.19999981,6.5,2.9000001,-19.29999924,16.39999962,{ECA8A99F-6CC7-40D3-82E7-18B468AABC79},
768,13089020802,13089,"Census Tract 208.02, DeKalb County",4365,491,ARC 10,691.08300781,0,691.08300781,1.07982004,0,1.07982004,020802,DeKalb,-403,-95,-239,-69,-193,-185,-25,2.4000001,-1.10000002,-1.29999995,-10.60000038,0.5,10.10000038,903,320,474,109,588,271,44,5.9000001,-3.70000005,-2.0999999,26.79999924,-12.69999981,-14.10000038,-735,-260,-383,-92,-520,-225,10,-2.9000001,2.5,0.40000001,-22.79999924,5.5,17.29999924,-235,-35,-148,-52,-125,-139,29,5.30000019,-2.29999995,-3.0999999,-6.5999999,-6.5999999,13.30000019,{D7A5FE7D-05F0-47F0-9400-A0E993668564},
769,13089021416,13089,"Census Tract 214.16, DeKalb County",2409,338,ARC 10,192.16999817,0,192.16999817,0.300266,0,0.300266,021416,DeKalb,-27,-5,-23,1,-11,-15,-1,0.80000001,-4.5999999,3.79999995,-2.4000001,-4.0999999,6.5,-14,-7,-13,6,-4,-2,-8,-3.4000001,-4.19999981,7.5999999,-0.2,2.20000005,-2,112,20,73,19,18,56,38,-0.80000001,5.0999999,-4.30000019,-5.19999981,7.69999981,-2.5,71,8,37,26,3,39,29,-3.4000001,-3.5999999,7,-7.9000001,5.9000001,2,{49F136CE-9C37-4CA8-961D-77AFC5E3F28B},
770,13089021413,13089,"Census Tract 214.13, DeKalb County",4266,451,ARC 10,238.73399353,0,238.73399353,0.37302199,0,0.37302199,021413,DeKalb,-18,-13,-11,6,-6,-12,0,-5,-2,7,3,-4,1,-21,-13,-8,0,-14,-15,8,-5.9000001,2.4000001,3.5,-3.4000001,-8.10000038,11.5,1,-4,-3,8,-16,21,-4,-5.19999981,-4.19999981,9.39999962,-19.89999962,24.89999962,-5,-38,-30,-22,14,-36,-6,4,-16.10000038,-3.79999995,19.89999962,-20.29999924,12.80000019,7.5,{251C8197-BCC4-4E40-B9AA-13D7FC40A747},
771,13089021411,13089,"Census Tract 214.11, DeKalb County",3455,227,ARC 10,411.99499512,0,411.99499512,0.64374202,0,0.64374202,021411,DeKalb,-86,-50,-49,13,-47,-36,-3,-8.60000038,2.20000005,6.30000019,-9.5,3.5999999,5.9000001,-9,1,-10,0,16,-27,2,0.69999999,-1.20000005,0.40000001,5.0999999,-6.5999999,1.5,527,197,256,74,211,181,135,12.69999981,-11.19999981,-1.5,16.60000038,-11.5,-5.0999999,432,148,197,87,180,118,134,4.9000001,-10.19999981,5.30000019,12.19999981,-14.5,2.29999995,{6AA32A75-5E2C-4937-A45A-7348E1BF22E1},
772,13089020400,13089,"Census Tract 204, DeKalb County",2520,210,ARC 10,250.14700317,0,250.14700317,0.39085501,0,0.39085501,020400,DeKalb,134,49,66,19,6,76,52,-1.20000005,0,1.20000005,-11.60000038,5.69999981,5.9000001,38,-7,41,4,3,5,30,-4,4,0,-2,-1.79999995,3.9000001,193,73,83,37,32,108,53,0.40000001,-2.5999999,2.20000005,-4.9000001,4.5,0.40000001,365,115,190,60,41,189,135,-4.69999981,1.39999998,3.29999995,-18.5,8.39999962,10.19999981,{7B190E88-31F2-47C6-AC83-B721A24356EA},
773,13089020300,13089,"Census Tract 203, DeKalb County",4056,319,ARC 10,468.69299316,0.124788,468.81799316,0.732333,0.00019498,0.73252797,020300,DeKalb,179,136,52,-9,41,34,104,9.80000019,-6.69999981,-3.0999999,-0.5,-6.5999999,7,-525,-204,-292,-29,-128,-267,-130,-6.30000019,3,3.29999995,0.69999999,-4.4000001,3.70000005,102,39,43,20,63,-1,40,2.0999999,-3.5999999,1.60000002,7,-8.5,1.5,-244,-29,-197,-18,-24,-234,14,5.5999999,-7.4000001,1.79999995,7.19999981,-19.39999962,12.19999981,{5EE2B7F5-A532-4467-9A73-46F13FA481DA},
774,13089020100,13089,"Census Tract 201, DeKalb County",2006,142,ARC 10,274.22601318,2.96601009,277.19198608,0.428478,0.00463439,0.433112,020100,DeKalb,-24,-11,-9,-4,-28,-5,9,-0.1,1.20000005,-1.10000002,-21.10000038,7.69999981,13.39999962,4,-10,9,5,5,-7,6,-12.80000019,7.9000001,4.9000001,4.5999999,-10.10000038,5.4000001,51,-1,42,10,5,6,40,-12.30000019,11.19999981,1.20000005,-4.5999999,-12.5,17.10000038,31,-22,42,11,-18,-6,55,-25.29999924,20.29999924,5,-21.10000038,-14.80000019,35.90000153,{6817440C-9975-451F-9714-CA92A93318DB},
775,13089023802,13089,"Census Tract 238.02, DeKalb County",4426,874,ARC 10,2366.06005859,15.88739967,2381.93994141,3.69696999,0.0248241,3.72178006,023802,DeKalb,182,26,10,146,-184,-151,517,-0.2,-2.5,2.70000005,-4.80000019,-4.9000001,9.69999981,-167,-92,-78,3,-91,300,-376,-1.39999998,0.69999999,0.60000002,-1.5,8.10000038,-6.5999999,-46,-156,-15,125,-70,-252,276,-3.4000001,0.40000001,3,-1.5,-5.30000019,6.80000019,-31,-222,-83,274,-345,-103,417,-5,-1.39999998,6.4000001,-7.80000019,-2.0999999,9.89999962,{9D1FEFFF-4307-4866-B5E5-0ADBBBD1DC96},
776,13089023801,13089,"Census Tract 238.01, DeKalb County",3822,377,ARC 10,1054.47998047,6.62119007,1061.09997559,1.64761996,0.0103456,1.65796995,023801,DeKalb,414,160,215,39,110,131,173,5.80000019,-5.4000001,-0.40000001,1,-7.19999981,6.19999981,-1028,-265,-666,-97,-217,-507,-304,2.9000001,-6.0999999,3.29999995,13.60000038,-10.89999962,-2.70000005,72,21,30,21,37,16,19,0,-3.4000001,3.5,3,-3,0,-542,-84,-421,-37,-70,-360,-112,8.69999981,-15,6.4000001,17.60000038,-21.10000038,3.5,{C5F080A3-A226-42B7-8E5E-8B87DDA99C41},
777,13089023700,13089,"Census Tract 237, DeKalb County",5488,703,ARC 10,1166.41003418,2.76732993,1169.17004395,1.82252002,0.00432395,1.82683003,023700,DeKalb,196,74,116,6,72,74,50,1.89999998,2.5,-4.4000001,-0.89999998,-1.60000002,2.4000001,107,23,69,15,-4,58,53,-2.4000001,1.60000002,0.80000001,-7.5,2.5,5,236,34,140,62,54,67,115,-5.0999999,0.60000002,4.5,-2.20000005,-4,6.19999981,539,131,325,83,122,199,218,-5.69999981,4.80000019,0.89999998,-10.5,-3.0999999,13.60000038,{251D256D-C9B5-4360-8BE2-C679C8D55E09},
778,13089023506,13089,"Census Tract 235.06, DeKalb County",5902,573,ARC 10,1327.47998047,0.87154102,1328.34997559,2.0741899,0.00136178,2.07555008,023506,DeKalb,165,45,67,53,117,41,7,0.89999998,-4.69999981,3.70000005,6.69999981,-3.4000001,-3.29999995,-124,-63,-69,8,-158,-17,51,-4.80000019,0.69999999,4.0999999,-14.60000038,4.30000019,10.30000019,-35,-16,-21,2,1,-30,-6,-1.39999998,0,1.39999998,1.70000005,-2.20000005,0.60000002,6,-34,-23,63,-40,-6,52,-5.19999981,-4,9.19999981,-6.19999981,-1.29999995,7.5,{0ACDF20C-B966-4A1C-B3AF-CF20EBA45F3E},
779,13089023505,13089,"Census Tract 235.05, DeKalb County",2728,356,ARC 10,538.38800049,0,538.38800049,0.84123099,0,0.84123099,023505,DeKalb,-8,-4,-10,6,14,-26,4,-1.70000005,-2.79999995,4.5,10,-14.10000038,4.19999981,-42,-11,-29,-2,-17,-10,-15,-4,-1,5,-3.5999999,3.5999999,0,36,0,19,17,3,18,15,-2.70000005,-3,5.69999981,-4.4000001,3,1.39999998,-14,-15,-20,21,0,-18,4,-8.39999962,-6.80000019,15.19999981,1.89999998,-7.5,5.5999999,{00DEA552-A1A5-441F-B0B1-8A90A3826131},
780,13089023427,13089,"Census Tract 234.27, DeKalb County",2936,305,ARC 10,1125.82995605,4.81287003,1130.64001465,1.75910997,0.00752011,1.76663005,023427,DeKalb,14,1,9,4,3,10,1,-4.80000019,4.80000019,0,-33.29999924,38.09999847,-4.80000019,30,5,13,12,23,5,2,4.19999981,-10.89999962,6.69999981,22.70000076,-21,-1.70000005,12,3,3,6,4,5,3,2.0999999,-4.9000001,2.79999995,-5.19999981,2,3.29999995,56,9,25,22,30,20,6,1.60000002,-11.10000038,9.5,-15.89999962,19,-3.20000005,{57F524C7-5147-4958-85F8-A87F09F3F1C8},
