OBJECTID,GEOID10,NAME10,PLNG_REGION,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,GlobalID
767,13089021911,219.11,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1048,0,0,1,2659,U,2658.999995,1,1630.831386,0.613325,797.000001,1,35,1,127.232216,0.121405,828.181273,0.311463,464.864689,0.174827,205.589678,0.257954,15.752486,0.450071,34.518294,0.032937,{5FA13E63-0275-4320-B57B-C5D863BD0CC3}
768,13089020802,208.02,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1730,0,0,1,3945,U,2774.317805,0.703249,953.717258,0.241753,464.142962,0.535962,375.887669,0.778235,214.76342,0.124141,1515.606544,0.384184,394.275648,0.099943,249.567939,0.288185,198.986674,0.411981,73.734993,0.042621,{B80A3EAA-81AC-40F0-8268-6B3BB8DCFBA8}
769,13089021416,214.16,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1081,0,0,1,3280,U,222.298245,0.067774,149.201212,0.045488,41.613745,0.051952,15.207806,0.178915,17.832417,0.016496,0,0,0,0,0,0,0,0,0,0,{F73AAE65-43AB-46F7-84E1-2118EEDDD87E}
770,13089021413,214.13,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1422,0,0,1,5137,U,456.809425,0.088925,298.647835,0.058137,86.77661,0.058554,34.918281,0.295918,41.828325,0.029415,0,0,0,0,0,0,0,0,0,0,{7E6163B5-AFA4-4443-B8F1-2F86140265D0}
771,13089021411,214.11,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1638,0,0,0,3007,U,531.794269,0.176852,80.190787,0.026668,81.688922,0.243848,47.291193,0.315275,8.689435,0.005305,0,0,0,0,0,0,0,0,0,0,{A5EF5495-D9B9-4AE0-9B89-948448F9C0A0}
772,13089020400,204,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1222,0,0,0,2376,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{AB1E4316-3591-4E5B-BCE3-82E9508C0C22}
773,13089020300,203,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1518,44,0.012311,0,3574,U,1282.696657,0.358897,133.501559,0.037354,302.625917,0.362426,56.512873,0.441507,41.570307,0.027385,0,0,0,0,0,0,0,0,0,0,{36F27F45-63D2-42B7-90A4-FD352414371A}
774,13089020100,201,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,675,0,0,0,1750,U,950.830998,0.543332,138.651438,0.079229,223.447317,0.47542,71.728189,0.527413,32.31652,0.047876,0,0,0,0,0,0,0,0,0,0,{A7F60782-0DC4-484F-9184-4E1308013FA8}
775,13089023802,238.02,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1238,1237,0.281649,1,4392,U,3318.264071,0.755525,1726.923776,0.393198,775.018771,0.722965,120.797254,0.516228,153.398645,0.123908,1410.403945,0.32113,672.527893,0.153126,152.698803,0.142443,37.791948,0.161504,38.782033,0.031326,{B9B3B6D5-0A81-4234-A75E-36ADC977495D}
776,13089023801,238.01,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1554,3,0.000807,1,3718,U,2106.284798,0.56651,1100.65151,0.296033,387.518319,0.559998,235.348145,0.585443,92.753492,0.059687,11.939082,0.003211,7.274225,0.001956,1.628675,0.002354,1.68055,0.00418,0.569822,0.000367,{AF20869B-8A9C-402C-AE37-57CD8DFF7626}
777,13089023700,237,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2311,13,0.002221,1,5854,U,3415.659085,0.583474,1968.118597,0.336201,908.022765,0.589625,387.653717,0.630331,225.152034,0.097426,1.15686,0.000198,0.645098,0.00011,0.250488,0.000163,0.092285,0.00015,0.064515,2.8e-05,{6CE96412-B043-494E-92D8-CE6F0D8FBCB1}
778,13089023506,235.06,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2096,224,0.037902,1,5910,U,4945.234008,0.836757,2160.186996,0.365514,1090.371978,0.869515,698.096685,0.741079,222.676419,0.106239,1902.701655,0.321946,664.779991,0.112484,390.802888,0.311645,297.377643,0.315688,74.148246,0.035376,{556D370D-7209-4159-8345-AFD238B0BEA3}
779,13089023505,235.05,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,994,8,0.002897,1,2761,U,2618.785834,0.948492,1245.450567,0.451087,579.521796,0.948481,396.108622,0.945367,163.627922,0.164616,169.225656,0.061291,100.841028,0.036523,34.574112,0.056586,28.381865,0.067737,10.370566,0.010433,{3DCAFA67-8F49-4FC7-B550-8B1F6C6414AE}
780,13089023427,234.27,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1011,6,0.002112,0,2841,U,2840.999993,1,529.665281,0.186436,700.999995,1,220.000002,1,11.776397,0.011648,1966.619879,0.692228,365.151235,0.128529,446.994055,0.637652,168.461824,0.765736,7.69909,0.007615,{53711D55-2F11-449A-8334-CE017AF49CEB}
781,13089023424,234.24,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1698,5,0.000983,0,5087,U,5087.000074,1,1598.611594,0.314254,1418.000011,1,282.000003,1,13.797756,0.008126,4792.159001,0.94204,1518.369067,0.29848,1342.972929,0.94709,264.02011,0.936242,13.015514,0.007665,{B5F9DECC-999C-4352-9A58-7FBA8CFC9BCA}
782,13089023422,234.22,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1809,3,0.000582,1,5156,U,5155.999985,1,1434.201662,0.278162,1519.999992,1,218.999997,1,133.222495,0.073644,5155.625513,0.999927,1434.070498,0.278136,1519.901075,0.999935,218.961136,0.999823,133.216019,0.073641,{D252438A-F5F6-4BE9-B317-88F5ACC148A1}
783,13089023421,234.21,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2972,136,0.017454,1,7792,U,7791.999994,1,3058.699265,0.392544,2359.999989,1,357,1,277.253374,0.093288,5857.933204,0.751788,2224.186492,0.285445,1810.227723,0.767046,240.776371,0.674444,165.728564,0.055763,{5A72DAC4-C536-486E-8EF2-225C258C34CA}
784,13089023315,233.15,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1750,37,0.006979,0,5302,R,5302.000021,1,1857.6712,0.350372,1601.000012,1,290,1,69.072331,0.03947,5296.806747,0.999021,1856.591524,0.350168,1599.936752,0.999336,289.094395,0.996877,68.974411,0.039414,{7C7BB78A-7D5E-4188-8BE8-2EF4269D7C1E}
785,13089023314,233.14,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2011,25,0.004335,1,5767,U,5766.999962,1,3019.415327,0.523568,1579.999991,1,394.999999,1,79.551326,0.039558,5189.918951,0.899934,2766.135769,0.479649,1409.449667,0.892057,360.367429,0.912323,73.95749,0.036776,{C96DCFDC-06FD-4C89-A8C6-83E131711B7F}
786,13089023115,231.15,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,7,3219,0.997212,1,3228,U,3227.999874,1,3227.999874,1,53.999998,1,21.999999,1,0,0,3227.999874,1,3227.999874,1,53.999998,1,21.999999,1,0,0,{98D36726-CE57-4990-BFBB-3FFC219D986E}
787,13089023413,234.13,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1274,7,0.002034,1,3442,U,3100.704832,0.900844,1091.760525,0.317188,660.340867,0.902105,422.318488,0.896642,6.230308,0.00489,1483.511361,0.431003,493.042193,0.143243,332.554891,0.45431,173.189143,0.367705,0.594343,0.000467,{8C9FD646-9EC9-4EB2-94F2-28A233E2FF43}
788,13089023414,234.14,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2249,14,0.002242,0,6244,U,4840.04199,0.775151,1566.182991,0.25083,1126.067979,0.735511,566.471559,0.803506,95.981488,0.042677,2170.025028,0.347538,621.801295,0.099584,448.759516,0.293115,273.711574,0.388243,43.966309,0.019549,{3121292B-BB0A-4CF3-BCC9-B8ADF9F970D7}
789,13089023206,232.06,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2533,13,0.001803,1,7211,U,5430.008912,0.753017,2283.672888,0.316693,1439.663162,0.772766,448.958536,0.665124,216.498166,0.085471,1041.672727,0.144456,450.1758,0.062429,263.922081,0.141665,89.62403,0.132776,46.203198,0.01824,{C14EBBA4-1646-4A10-BE37-467204B1FDDC}
790,13089021907,219.07,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,3325,40,0.004646,0,8610,U,6741.039005,0.782931,1815.619827,0.210873,1845.651794,0.823217,637.725082,0.567371,147.898962,0.044481,2837.611802,0.329572,802.525597,0.093209,751.792958,0.335322,297.914804,0.265049,74.131889,0.022295,{9F21AD69-51FB-4807-B11F-3236B56D08E1}
791,13089023204,232.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2296,22,0.003332,0,6602,U,4921.51205,0.745458,1741.115971,0.263726,1196.569542,0.719092,462.097367,0.78057,40.014169,0.017428,542.258598,0.082136,201.647336,0.030543,132.750769,0.079778,34.313732,0.057962,7.38013,0.003214,{1058E732-DB5A-4A9A-9B8C-01F0346BF6B1}
792,13089023113,231.13,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1383,0,0,1,3187,U,3162.593973,0.992342,1800.965354,0.565097,816.519166,0.995755,124.514701,0.972771,538.674694,0.389497,2105.751922,0.660732,1176.610724,0.369191,572.885705,0.698641,64.8783,0.506862,326.673435,0.236206,{87850638-E108-4A63-8A03-F90DCF3099EE}
793,13089022010,220.10,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,688,6,0.002787,1,2153,U,1503.863936,0.698497,686.564894,0.318888,426.683655,0.694925,108.801691,0.684287,73.320961,0.106571,24.812667,0.011525,11.327824,0.005261,6.225511,0.010139,2.909286,0.018297,1.411362,0.002051,{BC41E50C-63B1-427A-B14B-E37A0F7F9B1C}
794,13089023111,231.11,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,582,1,0.000629,0,1590,U,471.946421,0.296822,134.578472,0.084641,137.335718,0.353958,36.984503,0.217556,13.789282,0.023693,0,0,0,0,0,0,0,0,0,0,{D211392A-E9C0-46F0-974F-A58C55EDEB5D}
795,13089021814,218.14,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2506,8,0.001331,1,6009,U,5240.924292,0.872179,3180.140789,0.52923,1421.437197,0.924813,172.732356,0.632719,284.969806,0.113715,2500.802265,0.416176,1768.838396,0.294365,729.898079,0.474885,45.589187,0.166993,174.332759,0.069566,{38465C7C-2A6B-435E-AD0E-F068C347EFB1}
796,13089021409,214.09,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1149,41,0.012173,1,3368,U,1955.996916,0.580759,1239.444504,0.368006,422.788588,0.542037,36.472335,0.486298,127.994582,0.111396,0,0,0,0,0,0,0,0,0,0,{95A5AF16-4256-4087-8A8C-8B63611369DF}
797,13089021218,212.18,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3329,0,0,0,5652,U,2969.813614,0.525445,343.308248,0.060741,440.060189,0.575995,308.234976,0.61647,37.365084,0.011224,401.915639,0.07111,16.613927,0.002939,61.026679,0.079878,60.896579,0.121793,4.93335,0.001482,{E24A96B5-B4D4-4DF2-AEA8-3BFFB34997BC}
798,13089023507,235.07,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1483,2,0.000484,0,4129,U,2793.792752,0.676627,1328.274402,0.321694,660.266626,0.675119,287.168344,0.707311,167.898883,0.113216,439.504391,0.106443,262.505419,0.063576,122.453181,0.125208,30.310041,0.074655,40.063389,0.027015,{F3AD9E3F-6021-4074-971C-1E8DA3F16D18}
799,13089023412,234.12,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2266,29,0.004768,0,6082,U,5610.373687,0.922455,1586.227041,0.260807,1333.04304,0.904371,713.224693,0.943419,145.265304,0.064106,3856.062495,0.634012,962.609168,0.158272,894.875929,0.607107,512.750634,0.678242,60.039029,0.026496,{B4F4A723-83D0-4DD9-91D3-C98C0874CF0E}
800,13089023416,234.16,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2474,23,0.003358,0,6850,U,5101.236932,0.744706,1295.660895,0.189148,1409.810197,0.746326,381.699258,0.855828,107.834964,0.043587,3852.644254,0.56243,969.639706,0.141553,1098.116887,0.581322,264.968408,0.5941,68.484191,0.027682,{9FBF6584-C1E1-4FE4-A2DD-A4B0479C55E8}
801,13089023102,231.02,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1457,14,0.004408,0,3176,U,2618.603711,0.824497,1098.459659,0.345863,551.713703,0.827157,257.346825,0.777483,268.258039,0.184117,686.468317,0.216142,281.236445,0.088551,149.799824,0.224587,62.31592,0.188266,72.01651,0.049428,{ECAC7F40-432C-4BB2-AEB3-22FEDE87339D}
802,13089023000,230,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,967,0,0,0,1958,U,1609.272336,0.821896,286.998457,0.146577,340.818087,0.911278,202.287661,0.722456,37.888347,0.039181,0,0,0,0,0,0,0,0,0,0,{AFD6F8CB-F88D-4FAB-8DC3-23F5F6DA87B5}
803,13089021906,219.06,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1809,19,0.003818,0,4977,U,4064.722134,0.816701,1460.462277,0.293442,1143.514456,0.825047,305.802581,0.844759,93.677078,0.051784,96.614726,0.019412,25.543391,0.005132,25.308884,0.01826,12.023666,0.033215,1.716386,0.000949,{B56D7643-CE1D-4BBA-AAC4-C594A7DA8B91}
804,13089021217,212.17,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,950,0,0,0,2300,U,2300.000017,1,360.284809,0.156646,533.000004,1,318.000003,1,122.277228,0.128713,1155.295616,0.502302,180.971938,0.078683,269.856324,0.506297,218.933821,0.688471,58.186742,0.061249,{BB545BAC-3DD6-4C80-9286-5E6DB53E0C22}
805,13089021215,212.15,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2657,0,0,0,5371,U,732.668106,0.136412,137.150956,0.025535,148.283668,0.136416,37.559209,0.095814,25.82102,0.009718,0,0,0,0,0,0,0,0,0,0,{201AB34B-BF1C-4226-B5D8-AC1D8BAD43AF}
806,13089021414,214.14,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1436,0,0,1,3980,U,1058.127537,0.265861,606.788445,0.152459,239.159317,0.248865,19.282644,0.264146,59.349077,0.041329,0,0,0,0,0,0,0,0,0,0,{92CFDB1D-72EA-41E8-B2B0-E8F69E70ED1E}
807,13089021101,211.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1256,3,0.000881,0,3406,U,2642.377594,0.775801,245.38054,0.072044,698.339912,0.782016,321.64924,0.677156,0,0,961.806843,0.282386,89.31679,0.026223,247.352532,0.276991,80.034435,0.168494,0,0,{11B56ECA-4E17-49AE-9995-EBB35F3A8AB5}
808,13089023316,233.16,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2778,15,0.0019,0,7896,U,6490.3956,0.821985,1533.303351,0.194187,1991.414696,0.842036,343.415079,0.784053,79.5061,0.02862,3527.599599,0.446758,893.382594,0.113144,1131.852964,0.478585,149.857433,0.34214,42.933349,0.015455,{04A6BF73-88D4-44A9-AB13-1F9D0E6E948F}
809,13089023313,233.13,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1612,13,0.002828,0,4597,U,4597.000045,1,1565.685945,0.340589,1383.000007,1,229.000002,1,28.420891,0.017631,3327.114259,0.723758,1153.267389,0.250874,1003.204108,0.725383,162.022856,0.707523,13.574605,0.008421,{DD64BF72-F438-490A-8442-4680E597BB44}
810,13089022900,229,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1634,30,0.008446,0,3552,U,2590.955139,0.729436,814.694458,0.229362,451.346743,0.764994,247.337029,0.727462,76.322627,0.046709,21.300563,0.005997,17.257679,0.004859,2.544279,0.004312,4.973819,0.014629,3.789327,0.002319,{4F2A0912-E0EC-438B-A831-13E1BA19568A}
811,13089022800,228,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1311,360,0.098684,0,3648,U,3527.150201,0.966872,767.412365,0.210365,863.525099,0.972438,248.429364,0.985831,58.12707,0.044338,1122.554949,0.307718,323.175113,0.08859,305.712822,0.344271,126.469184,0.501862,10.195659,0.007777,{716A9C9C-8BD6-4CF9-85AD-EB1442A06408}
812,13089022600,226,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3077,24,0.004142,0,5795,U,1818.042011,0.313726,210.418425,0.03631,469.939077,0.417353,98.767265,0.105633,58.044139,0.018864,0,0,0,0,0,0,0,0,0,0,{1671F25C-585C-475C-BA8B-48106C06EA4F}
813,13089022500,225,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2487,0,0,1,5361,U,3567.461551,0.665447,1086.044559,0.202582,862.532424,0.658925,300.384581,0.531654,219.756724,0.088362,627.992621,0.117141,115.529447,0.02155,112.386267,0.085857,37.560316,0.066478,6.713739,0.0027,{02DAF262-5827-4AC7-AA43-DE44CD9470A7}
814,13089022100,221,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1434,3,0.000821,1,3654,U,3530.395154,0.966173,2136.153162,0.584607,1072.76998,0.979699,243.68069,0.948174,281.838078,0.19654,1398.419737,0.382709,886.943064,0.242732,463.271833,0.423079,59.824163,0.232779,92.221484,0.064311,{291A65FA-B389-4220-85DF-E36847303EA5}
815,13089022005,220.05,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1432,9,0.002335,1,3855,U,3296.778213,0.855195,1797.160359,0.466189,818.590653,0.873629,276.0789,0.754314,153.620824,0.107277,1254.148342,0.32533,657.05988,0.170444,337.980896,0.360705,108.704604,0.297007,37.860219,0.026439,{7BE640D2-81DA-4399-8993-4727ABFF1DAB}
816,13089023214,232.14,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1926,0,0,1,5125,U,4430.563955,0.8645,1775.716639,0.346481,1422.189101,0.86984,132.058144,0.846527,144.284657,0.074914,2542.681285,0.496133,1051.163743,0.205105,848.616699,0.519032,56.640952,0.363083,98.193944,0.050983,{9E227A27-BA49-4BE1-96D5-61B375FE679F}
817,13089022203,222.03,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1274,42,0.018461,0,2275,U,493.013604,0.216709,176.115411,0.077413,73.085363,0.251152,53.208533,0.175028,29.147194,0.022878,0,0,0,0,0,0,0,0,0,0,{A1902C94-0192-4B86-B2EF-08C58FBDACD9}
818,13089022009,220.09,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2232,0,0,1,5595,U,4945.639113,0.883939,2996.225114,0.535518,1456.28309,0.896174,115.408596,0.830278,366.749821,0.164314,1300.245411,0.232394,747.84994,0.133664,347.066897,0.21358,25.320947,0.182165,94.272787,0.042237,{ED00B7BB-CBE8-4EEE-B71F-16EE54AC1667}
819,13089021913,219.13,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1982,138,0.031449,1,4388,U,4388.000004,1,2290.2676,0.521939,1156.000002,1,207,1,155.617273,0.078515,3570.402447,0.813674,1741.557488,0.396891,886.965623,0.767271,175.759218,0.849078,108.812888,0.054901,{5A218A64-0E63-443B-A3A6-302216E4B7D9}
820,13089021813,218.13,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1112,0,0,1,2631,U,2630.99992,1,1504.521158,0.571844,673.999994,1,8,1,36.110792,0.032474,2053.194683,0.780386,1174.10676,0.446259,527.307032,0.782355,5.1307,0.641338,28.167462,0.02533,{4C23BC79-3437-4B20-AC7A-F60F4C828BDF}
821,13089021605,216.05,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2552,29,0.005143,0,5639,U,3158.249544,0.560073,589.021221,0.104455,717.414597,0.60085,338.819788,0.705875,86.21219,0.033782,488.221063,0.086579,46.28752,0.008208,151.357442,0.126765,50.979139,0.106207,1.766251,0.000692,{C901E03D-48F5-45FB-A94A-5776ACAFA517}
822,13089021308,213.08,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1365,1,0.000228,1,4379,U,2747.716135,0.627476,1372.74949,0.313485,639.77155,0.640412,200.846354,0.70226,149.864824,0.109791,1.636764,0.000374,0.557467,0.000127,0.320189,0.000321,0.132492,0.000463,0.160261,0.000117,{6AC0D818-1A72-4683-B605-453BACDDB2A0}
823,13089022004,220.04,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1614,6,0.001109,1,5409,U,3707.230831,0.685382,1796.033325,0.332045,981.126188,0.637509,401.516277,0.775128,89.269052,0.055309,1328.855136,0.245675,721.178575,0.133329,326.926983,0.212428,155.718647,0.300615,27.835693,0.017246,{EDD06190-476E-4CAE-9C21-79CCA1CCEAA3}
824,13089022008,220.08,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2411,0,0,1,7250,U,4013.181731,0.553542,2857.126445,0.394086,1358.537383,0.583063,173.938748,0.505636,371.634149,0.154141,0,0,0,0,0,0,0,0,0,0,{9D72C8D3-7220-4209-B948-C737F07B2706}
825,13089021909,219.09,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2291,4,0.00069,1,5800,U,4703.963663,0.811028,2622.373569,0.452133,1369.795492,0.830179,206.368651,0.734408,298.099927,0.130118,0,0,0,0,0,0,0,0,0,0,{5D0E3484-EA9B-4775-B57A-C0E8DC353D26}
826,13089022001,220.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1935,3,0.000727,0,4125,U,4125.000033,1,1630.575834,0.395291,732.999998,1,515.000002,1,51.665588,0.026701,2017.775558,0.489158,790.531548,0.191644,332.003165,0.452937,290.349339,0.563785,26.632236,0.013763,{C3C7B2D8-7D8E-4E81-AFE4-E0027943AC81}
827,13089023108,231.08,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1592,3,0.000707,1,4241,U,2806.893508,0.661847,1320.300146,0.311318,751.396012,0.654526,233.130339,0.666087,192.996867,0.121229,1117.158515,0.263419,534.326161,0.125991,341.185202,0.2972,67.933129,0.194095,86.41561,0.054281,{ABBB4E35-FDFD-4EF3-8FDC-2945681E0040}
828,13089020200,202,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1051,34,0.017499,0,1943,U,1166.048494,0.600128,122.447677,0.06302,183.600636,0.722837,172.41361,0.849328,10.656114,0.010139,0,0,0,0,0,0,0,0,0,0,{C906E861-965C-4A91-A1BD-882FF7F43B5B}
829,13089021306,213.06,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1944,0,0,1,5177,U,2870.833064,0.554536,1445.723849,0.279259,712.787099,0.547456,124.806033,0.547395,80.362158,0.041339,0,0,0,0,0,0,0,0,0,0,{A800DB44-F059-4E41-A4E8-07422B1CB915}
830,13089021305,213.05,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1503,0,0,1,4941,U,4248.301894,0.859806,1775.398883,0.35932,1247.506543,0.859756,178.689458,0.850902,201.226027,0.133883,553.441297,0.11201,176.541253,0.03573,150.752234,0.103895,55.964782,0.266499,15.505727,0.010317,{F22438C6-0A9B-40B6-B793-BC6EC5316C2C}
831,13089021417,214.17,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2101,15,0.002574,1,5827,U,485.150752,0.083259,381.75106,0.065514,119.880862,0.093438,3.779515,0.037421,46.841401,0.022295,0,0,0,0,0,0,0,0,0,0,{570B5DF0-0067-4B8E-B7BD-CB56D8E98CF6}
832,13089021415,214.15,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1823,33,0.00856,0,3855,U,1595.119102,0.413779,281.296688,0.072969,213.666091,0.375512,81.778859,0.343609,61.412059,0.033687,0,0,0,0,0,0,0,0,0,0,{D0FD6DC8-463F-444B-8FB5-00393A43690F}
833,13089021102,211.02,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2372,476,0.099707,0,4774,U,2195.003321,0.459783,306.454309,0.064192,367.795512,0.624441,144.617365,0.267315,31.138909,0.013128,138.116734,0.028931,24.170428,0.005063,22.229559,0.037741,12.839396,0.023733,2.678997,0.001129,{1FDD2466-4BCE-4FE6-9BE2-C22B78586774}
834,13089021307,213.07,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1297,0,0,1,3975,U,1896.452682,0.477095,1057.430575,0.26602,511.534471,0.54188,96.06587,0.317049,9.672356,0.007457,0,0,0,0,0,0,0,0,0,0,{328D24AC-0719-411E-BA07-30F4CA40C40A}
835,13089023601,236.01,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1029,0,0,0,2502,U,1798.87134,0.718973,489.068796,0.195471,319.047166,0.701203,263.029334,0.705172,40.839761,0.039689,0,0,0,0,0,0,0,0,0,0,{263E88FC-8CF2-49E5-8FDB-1BA578730618}
836,13089021412,214.12,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1520,0,0,0,3486,U,1889.798127,0.542111,278.498145,0.07989,342.551993,0.497895,167.855861,0.658258,9.140689,0.006014,0,0,0,0,0,0,0,0,0,0,{C89F2D27-BF8D-48F4-99B9-C2969AB63562}
837,13089023208,232.08,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2110,22,0.003719,0,5916,U,4954.629315,0.837496,1485.73819,0.251139,1369.443724,0.835536,354.793731,0.893687,73.114677,0.034652,1324.616339,0.223904,359.256807,0.060726,357.728947,0.21826,96.663712,0.243485,23.791091,0.011275,{EB208418-2C64-4207-8D84-227B6D8A8902}
838,13089023310,233.10,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,3967,170,0.018037,1,9425,U,6291.895432,0.667575,3423.847158,0.363273,1922.088525,0.694898,376.252481,0.627087,416.678448,0.105036,419.865264,0.044548,307.02153,0.032575,146.771543,0.053063,8.269426,0.013782,36.076089,0.009094,{74EB214D-C98C-415C-A21B-5270DF04C5E3}
839,13089020801,208.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1045,12,0.00491,0,2444,U,2443.999986,1,728.926298,0.298251,433,1,318,1,142.579419,0.13644,705.979747,0.288862,302.293718,0.123688,116.566699,0.269207,117.528428,0.369586,31.825905,0.030455,{917ED861-49B5-40BB-B4CE-766729BCA9D0}
840,13089021812,218.12,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,929,0,0,0,2372,U,943.640468,0.397825,299.626977,0.126318,144.638644,0.301331,181.549313,0.545193,5.176735,0.005572,0,0,0,0,0,0,0,0,0,0,{9E24D09A-1165-4686-8750-C8A0E0295D1B}
